what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1437178013761
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1437178015615
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1437178016550
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1437178019216
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1437178020139
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1437178022880
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1437178023650
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1437178036313
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1437178037402
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1437178041103
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1437178043675
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1437178044717
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1437178045443
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1437178047757
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1437178048556
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1437178054624
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1437178055673
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1437178072813
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1437178074293
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1437178077781
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1437178079832
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1437178083502
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1437178084965
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1437178101050
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1437178101955
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1437178107328
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1437178107492
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1437178107648
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1437178108089
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1437178112389
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1437178113288
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1437178116493
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1437178147114
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1437178149499
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1437178150591
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1437178158745
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1437178160298
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1437178162291
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1437179259234
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1437179261297
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1437179273632
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1437179275880
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1437179283691
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1437179284725
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1437179288173
