what,kind,bundleId,bundleVersion,description,time
java.vm.info,sysinfo,,,"mixed mode",1441946215640
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1441946215640
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1441946215640
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1441946215640
java.vm.specification.version,sysinfo,,,"1.8",1441946215640
java.vm.vendor,sysinfo,,,"Oracle Corporation",1441946215640
java.vm.version,sysinfo,,,"25.60-b23",1441946215640
started,bundle,org.eclipse.jem.util,2.1.100.v201103021400,"org.eclipse.jem.util",1441946215656
started,bundle,org.eclipse.emf.ecore.xmi,2.7.0.v20110520-1406,"org.eclipse.emf.ecore.xmi",1441946215724
started,bundle,org.eclipse.wst.common.emfworkbench.integration,1.2.101.v201107140600,"org.eclipse.wst.common.emfworkbench.integration",1441946215734
started,bundle,org.eclipse.jst.common.project.facet.core,1.4.200.v201103170302,"org.eclipse.jst.common.project.facet.core",1441946216419
started,bundle,org.eclipse.jst.ws.jaxrs.core,1.0.301.v201108240656,"org.eclipse.jst.ws.jaxrs.core",1441946216443
started,bundle,org.eclipse.wst.common.core,1.2.0.v200908252030,"org.eclipse.wst.common.core",1441946216560
started,bundle,org.eclipse.wst.common.modulecore,1.2.101.v201108231700,"org.eclipse.wst.common.modulecore",1441946216563
started,bundle,org.eclipse.jst.j2ee.web,1.1.501.v201108231500,"org.eclipse.jst.j2ee.web",1441946216597
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1441946217195
started,bundle,org.eclipse.jst.j2ee.core,1.2.101.v201108110300,"org.eclipse.jst.j2ee.core",1441946218002
started,bundle,org.eclipse.jem,2.0.500.v201104271400,"org.eclipse.jem",1441946218094
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1441946218386
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1441946218451
started,bundle,org.eclipse.wst.common.frameworks.ui,1.2.100.v201105122000,"org.eclipse.wst.common.frameworks.ui",1441946218453
