what,kind,bundleId,bundleVersion,description,time
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1442274632368
java.runtime.version,sysinfo,,,"1.8.0_60-b27",1442274632368
java.specification.name,sysinfo,,,"Java Platform API Specification",1442274632368
java.specification.vendor,sysinfo,,,"Oracle Corporation",1442274632368
java.specification.version,sysinfo,,,"1.8",1442274632368
java.vendor,sysinfo,,,"Oracle Corporation",1442274632368
java.version,sysinfo,,,"1.8.0_60",1442274632368
java.vm.info,sysinfo,,,"mixed mode",1442274632368
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1442274632368
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1442274632368
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1442274632368
java.vm.specification.version,sysinfo,,,"1.8",1442274632368
java.vm.vendor,sysinfo,,,"Oracle Corporation",1442274632368
java.vm.version,sysinfo,,,"25.60-b23",1442274632368
started,bundle,org.eclipse.jst.server.tomcat.core,1.1.300.v20110427,"org.eclipse.jst.server.tomcat.core",1442274632493
started,bundle,org.eclipse.wst.dtd.core,1.1.501.v201107252021,"org.eclipse.wst.dtd.core",1442274637188
started,bundle,org.eclipse.jst.jee,1.0.401.v201105122000,"org.eclipse.jst.jee",1442274637688
started,bundle,org.eclipse.wst.sse.ui,1.3.1.v201108191312,"org.eclipse.wst.sse.ui",1442274637734
started,bundle,org.eclipse.wst.html.ui,1.0.601.v201108152113,"org.eclipse.wst.html.ui",1442274637734
started,bundle,org.eclipse.wst.sse.core,1.1.601.v201108151912,"org.eclipse.wst.sse.core",1442274638203
started,bundle,org.eclipse.jst.jsf.common,1.2.3.v201104061039,"org.eclipse.jst.jsf.common",1442274638766
started,bundle,org.eclipse.jst.jsf.core,1.3.105.v201108261005,"org.eclipse.jst.jsf.core",1442274638828
started,bundle,org.eclipse.jst.jsp.core,1.2.401.v201108302147,"org.eclipse.jst.jsp.core",1442274639404
started,bundle,org.eclipse.wst.wsdl.validation,1.1.502.v201104071820,"org.eclipse.wst.wsdl.validation",1442274639835
started,bundle,org.eclipse.wst.xsd.core,1.1.600.v201104070312,"org.eclipse.wst.xsd.core",1442274639929
started,bundle,org.eclipse.wst.xsl.core,1.1.100.v201102270516,"org.eclipse.wst.xsl.core",1442274640226
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1442274654943
started,bundle,org.eclipse.jst.servlet.ui,1.1.501.v201108220630,"org.eclipse.jst.servlet.ui",1442274680748
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1442274682831
opened,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1442274682941
opened,view,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views.ContentOutline",1442274683113
opened,view,org.eclipse.mylyn.tasks.ui,3.6.2.v20110826-0100,"org.eclipse.mylyn.tasks.ui.views.tasks",1442274683394
activated,perspective,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.JavaPerspective",1442274683441
started,bundle,org.eclipse.pde.launching,3.6.0.v20110506,"org.eclipse.pde.launching",1442274686507
started,bundle,org.eclipse.ui.views.log,1.0.200.v20110404,"org.eclipse.ui.views.log",1442274686523
started,bundle,org.eclipse.pde.ui,3.6.100.v20110603,"org.eclipse.pde.ui",1442274686539
opened,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1442274686648
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1442274686711
activated,view,org.eclipse.jdt.junit,3.7.0.v20110505-0800,"org.eclipse.jdt.junit.ResultView",1442274687883
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1442274690264
started,bundle,org.eclipse.wst.ws.service.policy.ui,1.0.300.v201108240515,"org.eclipse.wst.ws.service.policy.ui",1442274699030
started,bundle,org.eclipse.wst.ws.service.policy,1.0.303.v201009221810,"org.eclipse.wst.ws.service.policy",1442274699061
started,bundle,org.eclipse.wst.command.env,1.0.409.v201004211805,"org.eclipse.wst.command.env",1442274699148
started,bundle,org.eclipse.wst.ws,1.1.203.v201004211805,"org.eclipse.wst.ws",1442274699148
started,bundle,org.eclipse.compare,3.5.201.R37x_v20110817-0800,"org.eclipse.compare",1442274699570
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1442274705486
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1442274756964
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1442274763567
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1442274785703
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1442274786250
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1442274786354
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1442274787847
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1442274789525
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1442274790173
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1442274792575
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1442274800844
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1442274801757
activated,view,org.eclipse.mylyn.tasks.ui,3.6.2.v20110826-0100,"org.eclipse.mylyn.tasks.ui.views.tasks",1442274806729
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1442274806765
activated,view,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views.ContentOutline",1442274808441
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1442274808469
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1442274844936
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1442274846284
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1442274901848
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1442274991215
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1442274991251
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1442275006908
started,bundle,org.eclipse.equinox.simpleconfigurator.manipulator,2.0.0.v20110502-1955,"org.eclipse.equinox.simpleconfigurator.manipulator",1442275093768
started,bundle,org.eclipse.equinox.frameworkadmin,2.0.0.v20110502-1955,"org.eclipse.equinox.frameworkadmin",1442275093856
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1442275094352
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1442275094836
